,biomass,gas,hydro,other_fossil,solar,wind_onshore,LV -> LT,PL -> LT,SE -> LT,demand,LT -> LV,LT -> PL,LT -> SE,mismatch
194,51.72,47.26,32.88,39.54,0.0,142.36,863.5,0.0,13.6,1106.0,0.0,0.0,0.0,84.86000000000013
195,51.85,47.34,32.89,39.25,0.0,126.4,847.0,0.0,0.0,1167.0,0.0,0.0,110.1,-132.36999999999998
196,52.3,47.32,33.04,39.21,0.0,98.18,791.0,3.77,354.4,1402.0,0.0,0.0,0.0,17.220000000000027
197,52.34,47.3,86.54,38.67,0.0,74.86,576.5,156.54,718.5,1620.0,0.0,0.0,0.0,131.25
198,52.14,47.39,248.49,38.14,0.19,56.33,676.5,83.22,556.0,1756.0,0.0,0.0,0.0,2.400000000000091
199,51.98,47.38,278.75,38.25,0.77,49.91,760.0,0.0,620.1,1802.0,0.0,145.68,0.0,-100.54000000000013
200,51.67,47.47,301.14,37.89,2.47,58.5,684.0,0.0,729.2,1803.0,0.0,163.17,0.0,-53.82999999999984
201,52.02,47.6,106.54,38.06,4.87,64.37,818.0,0.0,730.6,1799.0,0.0,180.04,0.0,-116.98000000000005
202,52.0,47.62,105.45,38.44,5.43,54.82,877.0,0.0,730.8,1775.0,0.0,263.81,0.0,-127.25000000000006
203,52.05,47.5,105.43,38.16,4.38,45.97,946.5,0.0,730.3,1787.0,0.0,346.28,0.0,-162.99
204,52.02,47.58,105.42,37.87,2.04,39.04,1015.0,0.0,730.8,1778.0,0.0,450.8,0.0,-199.03000000000003
205,52.09,47.56,105.41,38.09,0.21,32.36,868.0,0.0,731.0,1762.0,0.0,165.91,0.0,-53.18999999999997
206,52.39,47.42,256.69,37.64,0.01,22.37,811.0,0.0,730.9,1788.0,0.0,159.05,0.0,11.370000000000061
207,52.43,47.17,267.36,38.15,0.0,23.14,846.0,0.0,730.9,1819.0,0.0,145.42,0.0,40.7300000000001
208,52.48,47.12,314.35,37.78,0.0,22.18,840.0,0.0,730.9,1782.0,0.0,252.88,0.0,9.930000000000177
209,52.56,47.14,322.9,37.86,0.0,16.75,780.0,0.0,730.0,1727.0,0.0,238.08,0.0,22.130000000000024
210,52.72,46.98,144.15,38.71,0.0,22.01,895.0,0.0,641.1,1675.0,0.0,482.52,0.0,-316.85000000000014
211,52.65,46.65,153.79,39.01,0.0,17.55,939.0,0.0,409.7,1571.0,0.0,479.47,0.0,-392.1200000000001
